Gender,Occupation,Education,Home Ownership,Having Money / Jewelry / Livestock / Other Savings,Roof Type,Wall Type,Floor Type,Source of Lighting,Cooking Fuel,Source of Drinking Water,Have Defecation facilities,Beneficiaries,Stunting Risk
Perempuan,Tidak/belum bekerja,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Tanah,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Wiraswasta,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Bambu,Tanah,Listrik Bersama,Arang/Kayu,Ledeng/PAM,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Wiraswasta,Tamat SD/sederajat,Menumpang,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Ya, dengan Septic Tank",Tidak,0
Perempuan,Pekerja Lepas,Tidak/belum sekolah,Bebas Sewa,Tidak,Asbes/Seng,Bambu,Tanah,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Pekerja Lepas,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Bambu,Tanah,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Tidak/belum bekerja,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Ledeng/PAM,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Wiraswasta,Tamat SMA/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Ya, dengan Septic Tank",Ya,2
Laki-laki,Pekerja Lepas,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Pekerja Lepas,Tamat SMP/sederajat,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, dengan Septic Tank",Tidak,0
Perempuan,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Pekerja Lepas,Tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, dengan Septic Tank",Tidak,0
Laki-laki,Pekerja Lepas,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Ya, tanpa Septic Tank",Ya,0
Perempuan,Tidak/belum bekerja,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, tanpa Septic Tank",Ya,0
Laki-laki,Pekerja Lepas,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, dengan Septic Tank",Ya,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, dengan Septic Tank",Tidak,0
Laki-laki,Pedagang,Tamat SMA/sederajat,Bebas Sewa,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Laki-laki,Wiraswasta,Tamat SMP/sederajat,Kontrak/Sewa,Ya,Asbes/Seng,Bambu,Kayu/Papan,Listrik Bersama,Arang/Kayu,Sumur Bor,"Tidak, Jamban Umum/Bersama",Tidak,1
Perempuan,Tidak/belum bekerja,Tidak/belum sekolah,Menumpang,Ya,Kayu/Sirap,Kayu/Papan,Kayu/Papan,Listrik Bersama,Minyak Tanah,Sumur Bor,"Ya, tanpa Septic Tank",Tidak,0
Laki-laki,Petani,Tamat SD/sederajat,Menumpang,Ya,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Pedagang,Tamat SD/sederajat,Menumpang,Ya,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Laki-laki,Wiraswasta,Tidak tamat SD/sederajat,Menumpang,Ya,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Tanah,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tamat SMP/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, tanpa Septic Tank",Tidak,1
Perempuan,Petani,Tamat SMP/sederajat,Menumpang,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, tanpa Septic Tank",Tidak,0
Perempuan,Tidak/belum bekerja,Tidak/belum sekolah,Milik Sendiri,Ya,Kayu/Sirap,Kayu/Papan,Semen,Listrik Bersama,Minyak Tanah,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, dengan Septic Tank",Ya,0
Laki-laki,Petani,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Laki-laki,Petani,Tamat SMP/sederajat,Milik Sendiri,Ya,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, tanpa Septic Tank",Ya,1
Laki-laki,Petani,Tamat SMP/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Laki-laki,Petani,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Seng,Semen,Non-Listrik,Minyak Tanah,Sumur Bor,"Ya, dengan Septic Tank",Tidak,0
Laki-laki,Petani,Tamat SMA/sederajat,Milik Sendiri,Tidak,Kayu/Sirap,Seng,Kayu/Papan,Listrik Bersama,Minyak Tanah,Sumur Bor,"Ya, tanpa Septic Tank",Ya,1
Perempuan,Petani,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Sumur Bor,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Sumur Bor,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Petani,Tidak/belum sekolah,Kontrak/Sewa,Ya,Asbes/Seng,Seng,Kayu/Papan,Listrik Bersama,Minyak Tanah,Sumur Bor,"Ya, dengan Septic Tank",Ya,0
Perempuan,Petani,Tidak/belum sekolah,Milik Sendiri,Tidak,Kayu/Sirap,Tembok,Tanah,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Perempuan,Pedagang,Tidak tamat SD/sederajat,Menumpang,Ya,Asbes/Seng,Bambu,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, dengan Septic Tank",Ya,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Ledeng/PAM,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Perempuan,Tidak/belum bekerja,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Petani,Tamat SD/sederajat,Milik Sendiri,Ya,Kayu/Sirap,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Non-Listrik,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Nelayan,Tidak tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Ya, dengan Septic Tank",Tidak,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Minyak Tanah,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Minyak Tanah,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, dengan Septic Tank",Ya,1
Laki-laki,Petani,Siswa SMA/sederajat,Milik Sendiri,Tidak,Kayu/Sirap,Bambu,Bambu,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, tanpa Septic Tank",Tidak,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Bambu,Bambu,Non-Listrik,Listrik/Gas,Sumur Bor,"Ya, tanpa Septic Tank",Ya,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Menumpang,Tidak,Jerami/Ijuk/Rumbia/Daun-daunan,Seng,Tanah,Non-Listrik,Arang/Kayu,Air Hujan,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tamat SMP/sederajat,Milik Sendiri,Ya,Kayu/Sirap,Kayu/Papan,Kayu/Papan,Listrik Bersama,Listrik/Gas,Ledeng/PAM,"Ya, dengan Septic Tank",Ya,2
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Petani,Tamat SD/sederajat,Menumpang,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Petani,Tamat SMP/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tamat SMP/sederajat,Menumpang,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tamat SMP/sederajat,Menumpang,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Perempuan,Petani,Tamat SD/sederajat,Menumpang,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Non-Listrik,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Air Hujan,"Ya, tanpa Septic Tank",Tidak,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Bambu,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Bambu,Tanah,Listrik Bersama,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Petani,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Sumur Bor,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Kayu/Papan,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Petani,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Bambu,Tanah,Non-Listrik,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Perempuan,Petani,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Bambu,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Tidak/belum bekerja,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Laki-laki,Wiraswasta,Tamat SMP/sederajat,Milik Sendiri,Ya,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, dengan Septic Tank",Tidak,0
Laki-laki,Wiraswasta,Tamat SMA/sederajat,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, dengan Septic Tank",Ya,0
Laki-laki,Wiraswasta,Tidak tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, dengan Septic Tank",Tidak,1
Laki-laki,Wiraswasta,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, dengan Septic Tank",Tidak,0
Perempuan,Petani,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Tembok,Keramik/Granit/Marmer/Ubin/Tegel/Teraso,Listrik Bersama,Arang/Kayu,Sumur Bor,"Ya, dengan Septic Tank",Ya,0
Laki-laki,Wiraswasta,Tamat SMA/sederajat,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,1
Laki-laki,Petani,Tidak/belum sekolah,Milik Sendiri,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Ya, dengan Septic Tank",Ya,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Ya,Kayu/Sirap,Bambu,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Laki-laki,Petani,Tamat SMA/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Ya, tanpa Septic Tank",Tidak,1
Laki-laki,Petani,Tamat SD/sederajat,Kontrak/Sewa,Ya,Asbes/Seng,Tembok,Semen,Listrik Bersama,Minyak Tanah,Sumur Tidak Terlindung,"Ya, tanpa Septic Tank",Ya,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Arang/Kayu,Sumur Bor,"Ya, tanpa Septic Tank",Ya,1
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Ya, tanpa Septic Tank",Tidak,0
Laki-laki,Pedagang,Tidak tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Minyak Tanah,Sumur Terlindung,"Ya, tanpa Septic Tank",Tidak,1
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Ya, tanpa Septic Tank",Tidak,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Kayu/Papan,Kayu/Papan,Listrik Bersama,Minyak Tanah,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Ya, tanpa Septic Tank",Ya,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Kayu/Sirap,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Bor,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Non-Listrik,Arang/Kayu,Sumur Tidak Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, tanpa Septic Tank",Ya,0
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Semen,Listrik Bersama,Listrik/Gas,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Bambu,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Wiraswasta,Tamat SMA/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Tembok,Semen,Listrik Bersama,Listrik/Gas,Sumur Bor,"Ya, dengan Septic Tank",Ya,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Kayu/Papan,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Kayu/Papan,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Perempuan,Petani,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Ya,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Perempuan,Petani,Tidak/belum sekolah,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,1
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Perempuan,Petani,Tidak/belum sekolah,Menumpang,Tidak,Asbes/Seng,Bambu,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Tidak,0
Laki-laki,Petani,Tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Seng,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,1
Perempuan,Petani,Tidak tamat SD/sederajat,Milik Sendiri,Tidak,Asbes/Seng,Bambu,Tanah,Listrik Bersama,Arang/Kayu,Sumur Terlindung,"Tidak, Jamban Umum/Bersama",Ya,0
